City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
484,Nouadhibou,MR,75.16,overcast clouds,20.931,-17.0347,El Medina
485,Ahuimanu,US,76.75,scattered clouds,21.4447,-157.8378,Paradise Bay Resort
487,Rio Grande,BR,66.31,overcast clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
488,Nagato,JP,76.91,clear sky,34.3833,131.2,いそう庵
490,Houma,US,82.4,broken clouds,29.5958,-90.7195,Courtyard by Marriott Houma
495,Maragogi,BR,81.73,overcast clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
496,Nioro,GM,88.9,overcast clouds,13.35,-15.75,
498,Salamiyah,SY,78.66,clear sky,35.0113,37.0532,Gondolas Forum grandchildren and grandparents
499,Yanam,IN,82.8,clear sky,16.7333,82.2167,The Regency Hotel
502,The Valley,AI,87.66,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
504,Kieta,PG,77.94,broken clouds,-6.2167,155.6333,Uruna Bay Retreat
507,Nara,JP,75.49,clear sky,34.6851,135.8049,Guesthouse Nara Komachi
510,Lucea,JM,85.86,broken clouds,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
516,Malia,GR,76.86,clear sky,35.2833,25.4667,Kalypso Hotel
517,Kailua,US,77.02,scattered clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
518,Morondava,MG,77.56,scattered clouds,-20.2833,44.2833,La Case Bambou
520,Bangkal,PH,79.38,light rain,6.0667,121.0667,JB's Resort
521,Porbandar,IN,83.84,overcast clouds,21.6422,69.6093,Lords Inn Porbandar
522,Weatherford,US,79.79,scattered clouds,32.7593,-97.7972,"Candlewood Suites Weatherford, an IHG Hotel"
524,Gigmoto,PH,80.11,overcast clouds,13.7796,124.39,Cj's Travellers Inn
528,Talara,PE,77.76,clear sky,-4.5772,-81.2719,Hostal Oro Negro
529,Abomey,BJ,83.7,light rain,7.1829,1.9912,Residence Hotel Marie Emmanuella
532,Cap Malheureux,MU,73.89,few clouds,-19.9842,57.6142,Pereybere Hotel & Spa
533,Coahuayana,MX,83.68,broken clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
534,Impfondo,CG,85.8,broken clouds,1.6381,18.0667,Auberge La Place de Jules
536,Villa Hayes,PY,73.49,overcast clouds,-25.0931,-57.5236,Dirección chinos villa hayes
538,San Andres,CO,87.82,few clouds,12.5847,-81.7006,Hotel Arena Blanca
539,Westport,US,69.1,overcast clouds,41.1415,-73.3579,The Westport Inn
540,Weligama,LK,80.08,overcast clouds,5.9667,80.4167,Weligama Bay Resort
543,Kaseda,JP,75.85,scattered clouds,31.4167,130.3167,Sun Stay Kaseda
544,Naze,JP,76.37,few clouds,28.3667,129.4833,オーベルジュ・アガルイ
545,Great Yarmouth,GB,66.34,scattered clouds,52.6083,1.7305,Comfort Hotel Great Yarmouth
548,Knysna,ZA,62.98,broken clouds,-34.0363,23.0471,Protea Hotel by Marriott Knysna Quays
550,Bandundu,CD,86.38,overcast clouds,-3.3167,17.3667,Coja Color
551,Hambantota,LK,80.94,clear sky,6.1241,81.1185,Bungalow 63
552,Kirakira,SB,78.42,overcast clouds,-10.4544,161.9205,SanBiz Lodge
553,Haicheng,CN,60.93,light rain,40.8516,122.7475,Haicheng Grand Hotel
558,Wanning,CN,78.28,overcast clouds,18.8003,110.3967,Paradise Hotel
559,Lodja,CD,78.48,overcast clouds,-3.4833,23.4333,
560,Uruzgan,AF,60.8,clear sky,32.8333,66.0,
561,Moyale,KE,77.56,overcast clouds,3.5167,39.0584,La Tahzan Guest House
563,Kijang,KR,71.33,few clouds,35.2442,129.2139,Samyang Beach Villa
564,Gorontalo,ID,76.35,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
565,Marondera,ZW,77.99,scattered clouds,-18.1853,31.5519,HopeFay Conference Centre
566,Xapuri,BR,88.45,scattered clouds,-10.6517,-68.5044,Pousada dos Chapurys
569,Key West,US,89.6,clear sky,24.5557,-81.7826,Fairfield Inn & Suites by Marriott Key West
570,Presidencia Roque Saenz Pena,AR,79.68,overcast clouds,-26.7852,-60.4388,Hotel Gualok
571,Denpasar,ID,78.46,scattered clouds,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
572,Harqalah,TN,82.99,scattered clouds,36.0303,10.509,Dar Khadija
574,Senneterre,CA,61.02,scattered clouds,48.3835,-77.2328,Motel Senabi
